iteration WT PI FT TD FD
0 0.131929140959 0.00362975206612 0 -0.78589933527 0.389845727233
1 0.131929140959 0.00543966942149 0 -0.774812666357 0.389845727233
2 0.131929140959 0.00904958677686 0 -0.7527000774 0.389845727233
3 0.131929140959 0.00543966942149 0 -0.774812666357 0.389845727233
4 0.263858281918 0.0108661157025 0 -1.05659573324 0.549825436958
5 0.131929140959 0.00724628099174 0 -0.763746247066 0.389845727233
6 0.263858281918 0.0126661157025 0 -1.04907821858 0.549825436958
7 0.263858281918 0.0108760330579 0 -1.05655431443 0.549825436958
8 0.263858281918 0.0198925619835 0 -1.01889770974 0.549825436958
9 0.263858281918 0.0234760330579 0 -1.00393171177 0.549825436958
10 0.263858281918 0.0198991735537 0 -1.0188700972 0.549825436958
11 0.263858281918 0.0216694214876 0 -1.01147683898 0.549825436958
12 0.263858281918 0.0162561983471 0 -1.03408460806 0.549825436958
13 0.263858281918 0.012679338843 0 -1.04902299349 0.549825436958
14 0.263858281918 0.0162958677686 0 -1.0339189328 0.549825436958
15 0.395787422878 0.018105785124 0 -1.24489260546 0.671574068779
16 0.527716563837 0.0253520661157 0 -1.38913346305 0.773380269558
17 0.659645704796 0.0217388429752 2 -1.53123512393 -1.75223777967
18 0.395787422878 0.0126826446281 2 -1.26276805088 -2.72203588424
19 0.395787422878 0.010879338843 2 -1.26871200423 -2.72203588424
20 0.527716563837 0.0181256198347 2 -1.40911596259 -2.15766386495
21 0.791574845755 0.0127123966942 4 -1.65921337771 -3.81871281109
22 0.527716563837 0.0163256198347 0 -1.41409330523 0.773380269558
23 0.527716563837 0.0127024793388 2 -1.42411197838 -2.15766386495
24 0.659645704796 0.0145190082645 2 -1.5485656547 -1.75223777967
25 0.395787422878 0.00726280991736 2 -1.28063259996 -2.72203588424
26 0.527716563837 0.00907933884298 2 -1.43413065153 -2.15766386495
27 0.527716563837 0.0108925619835 2 -1.42911674439 -2.15766386495
28 0.527716563837 0.010894214876 2 -1.42911217383 -2.15766386495
29 0.395787422878 0.0108909090909 1 -1.26867386704 -1.02523090773
30 0.527716563837 0.0235388429752 2 -1.39414737018 -2.15766386495
31 0.527716563837 0.0325454545455 0 -1.36924237475 0.773380269558
32 0.527716563837 0.0235520661157 0 -1.39411080568 0.773380269558
33 0.659645704796 0.021758677686 2 -1.53118751258 -1.75223777967
34 0.659645704796 0.0217454545455 2 -1.53121925348 -1.75223777967
35 0.527716563837 0.0253256198347 0 -1.38920659205 0.773380269558
36 0.527716563837 0.0343024793388 0 -1.36438386674 0.773380269558
37 0.659645704796 0.0307719008264 0 -1.5095521224 0.862351192722
38 0.791574845755 0.0398479338843 0 -1.60140644868 0.942143531202
39 0.791574845755 0.0416115702479 0 -1.59764936801 0.942143531202
40 1.05543312767 0.0542181818182 2 -1.75344331674 -0.968481523892
41 0.923503986714 0.0594727272727 3 -1.65920329114 -2.28208182034
42 0.791574845755 0.0558991735537 2 -1.56721243712 -1.43828463994
43 0.923503986714 0.0470280991736 2 -1.68310076901 -1.18307570343
44 0.923503986714 0.0308148760331 2 -1.71423509766 -1.18307570343
45 0.791574845755 0.0416380165289 0 -1.59759302941 0.942143531202
46 0.923503986714 0.050641322314 2 -1.67616227962 -1.18307570343
47 0.791574845755 0.0451090909091 2 -1.59019858761 -1.43828463994
48 0.791574845755 0.0556578512397 0 -1.56772652688 0.942143531202
49 0.923503986714 0.0663190082645 2 -1.64605634555 -1.18307570343
50 0.923503986714 0.0912049586777 2 -1.59826773793 -1.18307570343
51 0.923503986714 0.0790809917355 0 -1.62154944867 1.01493653039
52 0.923503986714 0.0719900826446 2 -1.63516615475 -1.18307570343
53 1.05543312767 0.0577983471074 2 -1.74717331755 -0.968481523892
54 0.923503986714 0.0524 1 -1.67278508259 -0.0840695865203
55 0.923503986714 0.0632363636364 1 -1.65197596253 -0.0840695865203
56 1.18736226863 0.0704198347107 2 -1.80028205742 -0.783501544004
57 1.31929140959 0.0811603305785 3 -1.8501276767 -1.53328540377
58 1.18736226863 0.0722280991736 3 -1.79736750608 -1.74764769888
59 1.05543312767 0.0721917355372 2 -1.72196595239 -0.968481523892
60 1.05543312767 0.0685884297521 3 -1.72827647789 -1.99379963769
61 0.923503986714 0.0542082644628 2 -1.66931266383 -1.18307570343
62 0.923503986714 0.0559719008264 2 -1.66592594463 -1.18307570343
63 0.923503986714 0.0487388429752 3 -1.67981561964 -2.28208182034
