iteration WT PI FT TD FD
0 0.263858281918 0.00363305785124 2 -1.08680385462 -3.61775598562
1 0.263858281918 0.00725950413223 0 -1.07165837512 0.549825436958
2 0.263858281918 0.014479338843 0 -1.04150547883 0.549825436958
3 0.263858281918 0.0126661157025 0 -1.04907821858 0.549825436958
4 0.263858281918 0.0144628099174 0 -1.04157451018 0.549825436958
5 0.263858281918 0.0126661157025 0 -1.04907821858 0.549825436958
6 0.395787422878 0.016279338843 2 -1.25091283319 -2.72203588424
7 0.263858281918 0.0287603305785 0 -0.981862387263 0.549825436958
8 0.395787422878 0.0287636363636 2 -1.20976280599 -2.72203588424
9 0.527716563837 0.0305801652893 2 -1.37467677364 -2.15766386495
10 0.659645704796 0.0306595041322 2 -1.50982192004 -1.75223777967
11 0.395787422878 0.0198859504132 0 -1.23902492648 0.671574068779
12 0.527716563837 0.0324595041322 2 -1.369480044 -2.15766386495
13 0.263858281918 0.039547107438 0 -0.936812524354 0.549825436958
14 0.263858281918 0.0342396694215 0 -0.958978492757 0.549825436958
15 0.527716563837 0.0503900826446 0 -1.31989858127 0.773380269558
16 0.659645704796 0.057547107438 0 -1.44528076985 0.862351192722
17 0.791574845755 0.0488016528926 0 -1.58233231001 0.942143531202
18 0.791574845755 0.0524280991736 0 -1.57460687891 0.942143531202
19 0.659645704796 0.0433024793388 0 -1.47947365313 0.862351192722
20 0.659645704796 0.0416148760331 0 -1.48352458535 0.862351192722
21 0.791574845755 0.0488347107438 2 -1.58226188675 -1.43828463994
22 0.791574845755 0.0578016528926 2 -1.56315957878 -1.43828463994
23 0.923503986714 0.0614280991736 2 -1.65544838128 -1.18307570343
24 0.923503986714 0.0488280991736 0 -1.67964422054 1.01493653039
25 0.791574845755 0.0523652892562 2 -1.5747406831 -1.43828463994
26 0.659645704796 0.0379619834711 2 -1.49229300865 -1.75223777967
27 0.659645704796 0.0450727272727 0 -1.4752243403 0.862351192722
28 0.263858281918 0.0341074380165 0 -0.959530743605 0.549825436958
29 0.263858281918 0.0358214876033 0 -0.952372191991 0.549825436958
30 0.263858281918 0.0287966942149 0 -0.98171051828 0.549825436958
31 0.395787422878 0.0234628099174 0 -1.22723508684 0.671574068779
32 0.527716563837 0.025305785124 0 -1.3892614388 0.773380269558
33 0.395787422878 0.0216495867769 2 -1.23321172921 -2.72203588424
34 0.395787422878 0.0216495867769 2 -1.23321172921 -2.72203588424
35 0.395787422878 0.0198628099174 2 -1.23910120086 -2.72203588424
36 0.659645704796 0.0288462809917 3 -1.5141743908 -3.05953226586
37 0.791574845755 0.0288826446281 4 -1.62476584243 -3.81871281109
38 0.923503986714 0.0396561983471 3 -1.69725706484 -2.28208182034
39 0.659645704796 0.0536462809917 2 -1.45464433501 -1.75223777967
40 0.527716563837 0.0394545454545 2 -1.35013742322 -2.15766386495
41 0.395787422878 0.0358776859504 0 -1.18631388277 0.671574068779
42 0.527716563837 0.0552314049587 0 -1.30651140351 0.773380269558
43 0.659645704796 0.0727123966942 2 -1.40887792648 -1.75223777967
44 0.659645704796 0.0571272727273 0 -1.44628854338 0.862351192722
45 0.659645704796 0.0746247933884 0 -1.40428739898 0.862351192722
46 0.659645704796 0.0590760330579 0 -1.44161072842 0.862351192722
47 0.791574845755 0.0623983471074 3 -1.55336722514 -2.62849872551
48 0.791574845755 0.0659454545455 2 -1.54581080986 -1.43828463994
49 0.923503986714 0.0779504132231 2 -1.62372050391 -1.18307570343
50 0.791574845755 0.0900380165289 0 -1.49448634147 0.942143531202
51 0.791574845755 0.0974991735537 0 -1.47859181277 0.942143531202
52 0.923503986714 0.121190082645 2 -1.54068716336 -1.18307570343
53 0.791574845755 0.135246280992 0 -1.39817901883 0.942143531202
54 0.791574845755 0.129961983471 0 -1.40943617617 0.942143531202
55 0.791574845755 0.115578512397 2 -1.44007733451 -1.43828463994
56 0.659645704796 0.113540495868 2 -1.31087393367 -1.75223777967
57 0.791574845755 0.110459504132 0 -1.45098237557 0.942143531202
58 0.791574845755 0.120866115702 2 -1.42881313484 -1.43828463994
59 0.791574845755 0.124515702479 2 -1.42103840746 -1.43828463994
60 1.05543312767 0.13699338843 2 -1.60847780916 -0.968481523892
61 0.791574845755 0.148340495868 3 -1.37028436744 -2.62849872551
62 0.923503986714 0.158155371901 3 -1.46970254455 -2.28208182034
63 1.05543312767 0.150659504132 0 -1.58454412804 1.08215470371
64 1.18736226863 0.176284297521 2 -1.62965026197 -0.783501544004
65 1.18736226863 0.189547107438 3 -1.60827333331 -1.74764769888
66 1.05543312767 0.199125619835 2 -1.49966466533 -0.968481523892
67 1.18736226863 0.195836363636 4 -1.59813634259 -2.71179385375
68 1.18736226863 0.194869421488 2 -1.59969485497 -0.783501544004
69 1.45122055055 0.191968595041 2 -1.75507382162 -0.476106837454
70 1.31929140959 0.146095867769 0 -1.75309511157 1.20356989498
71 1.45122055055 0.152750413223 4 -1.80973389496 -2.21125503927
72 1.31929140959 0.139123966942 3 -1.76351315769 -1.53328540377
73 1.31929140959 0.142436363636 0 -1.75856347433 1.20356989498
74 1.31929140959 0.1252 4 -1.7843196111 -2.44557050336
75 1.05543312767 0.147039669421 2 -1.59088360091 -0.968481523892
76 1.18736226863 0.138757024793 4 -1.69013652671 -2.71179385375
77 1.45122055055 0.128866115702 4 -1.84302247167 -2.21125503927
78 1.18736226863 0.13392231405 2 -1.69792908857 -0.783501544004
79 1.18736226863 0.142905785124 0 -1.6834495762 1.14479076575
80 1.31929140959 0.153130578512 2 -1.74258320919 -0.621000304188
81 1.18736226863 0.14046446281 2 -1.68738448692 -0.783501544004
82 1.31929140959 0.127983471074 2 -1.78016029634 -0.621000304188
83 0.923503986714 0.124932231405 0 -1.53350109749 1.01493653039
84 0.923503986714 0.105423140496 2 -1.57096449652 -1.18307570343
85 1.05543312767 0.087667768595 2 -1.69486253484 -0.968481523892
86 0.923503986714 0.0910561983471 2 -1.5985534031 -1.18307570343
87 0.791574845755 0.0893090909091 2 -1.49603917425 -1.43828463994
88 0.791574845755 0.0592082644628 2 -1.56016306927 -1.43828463994
89 0.923503986714 0.0788760330579 2 -1.62194303179 -1.18307570343
90 0.923503986714 0.105783471074 2 -1.57027255201 -1.18307570343
91 0.791574845755 0.107438016529 0 -1.4574190611 0.942143531202
92 0.923503986714 0.118247933884 2 -1.54633698546 -1.18307570343
93 0.923503986714 0.116550413223 0 -1.54959674237 1.01493653039
94 0.923503986714 0.128961983471 0 -1.52576274565 1.01493653039
95 1.18736226863 0.118459504132 3 -1.72285196588 -1.74764769888
96 1.18736226863 0.118545454545 3 -1.72271343145 -1.74764769888
97 1.31929140959 0.121996694215 3 -1.78910628094 -1.53328540377
98 1.18736226863 0.107752066116 3 -1.74011015928 -1.74764769888
99 1.45122055055 0.10440661157 3 -1.87711273868 -1.34368093836
100 1.45122055055 0.0919652892562 2 -1.89445274677 -0.476106837454
101 1.45122055055 0.0956545454545 2 -1.88931087112 -0.476106837454
102 1.31929140959 0.102791735537 3 -1.81780407084 -1.53328540377
103 1.31929140959 0.118889256198 2 -1.79374969646 -0.621000304188
104 1.31929140959 0.116887603306 2 -1.79674074764 -0.621000304188
105 1.31929140959 0.125676033058 2 -1.78360827936 -0.621000304188
106 1.31929140959 0.129319008264 2 -1.77816461562 -0.621000304188
107 1.31929140959 0.127561983471 2 -1.78079012132 -0.621000304188
108 1.45122055055 0.127565289256 3 -1.84483548966 -1.34368093836
109 1.31929140959 0.123899173554 2 -1.78626342388 -0.621000304188
110 1.31929140959 0.102685950413 0 -1.81796214456 1.20356989498
111 1.45122055055 0.109892561983 2 -1.86946673272 -0.476106837454
112 1.45122055055 0.115143801653 3 -1.86214785326 -1.34368093836
113 1.45122055055 0.0991553719008 2 -1.88443161814 -0.476106837454
114 1.18736226863 0.0937355371901 2 -1.76270192835 -0.783501544004
115 1.31929140959 0.082958677686 2 -1.84744042346 -0.621000304188
116 1.18736226863 0.0884049586777 2 -1.77129372732 -0.783501544004
117 1.31929140959 0.100905785124 2 -1.82062222888 -0.621000304188
118 1.58314969151 0.104555371901 4 -1.93189888677 -2.00235103476
119 1.31929140959 0.134636363636 2 -1.77021894129 -0.621000304188
120 1.31929140959 0.143451239669 0 -1.75704695458 1.20356989498
121 1.31929140959 0.147294214876 0 -1.75130443271 1.20356989498
122 1.31929140959 0.145623140496 2 -1.75380150351 -0.621000304188
123 1.31929140959 0.14026446281 2 -1.7618089254 -0.621000304188
124 0.923503986714 0.109876033058 0 -1.56241358599 1.01493653039
125 1.05543312767 0.109720661157 3 -1.65624096088 -1.99379963769
126 1.18736226863 0.125737190083 0 -1.71112182918 1.14479076575
127 1.18736226863 0.12200661157 2 -1.7171347564 -0.783501544004
128 1.18736226863 0.109638016529 2 -1.73707039413 -0.783501544004
129 1.18736226863 0.0882132231405 3 -1.77160276567 -1.74764769888
130 1.05543312767 0.0843520661157 4 -1.70066937619 -3.01911775149
131 0.923503986714 0.0737950413223 3 -1.63170008411 -2.28208182034
132 0.923503986714 0.0791388429752 3 -1.62143835667 -2.28208182034
133 0.923503986714 0.0826446280992 3 -1.614706181 -2.28208182034
134 0.923503986714 0.0844016528926 3 -1.61133215803 -2.28208182034
135 1.05543312767 0.0844611570248 4 -1.70047832359 -3.01911775149
136 0.923503986714 0.0896561983471 3 -1.60124182968 -2.28208182034
137 0.923503986714 0.0844016528926 3 -1.61133215803 -2.28208182034
138 0.923503986714 0.077294214876 3 -1.62498060468 -2.28208182034
139 0.791574845755 0.077241322314 2 -1.52174718356 -1.43828463994
140 1.18736226863 0.110852892562 2 -1.7351122632 -0.783501544004
141 1.18736226863 0.096505785124 4 -1.75823685701 -2.71179385375
142 1.31929140959 0.115859504132 3 -1.7982770266 -1.53328540377
143 1.18736226863 0.122682644628 3 -1.7160451298 -1.74764769888
144 1.31929140959 0.131401652893 4 -1.77505253926 -2.44557050336
145 1.18736226863 0.126385123967 3 -1.71007749269 -1.74764769888
146 0.923503986714 0.117196694215 2 -1.54835568594 -1.18307570343
147 0.791574845755 0.108252892562 2 -1.45568312786 -1.43828463994
148 0.791574845755 0.11886446281 3 -1.43307726294 -2.62849872551
149 0.923503986714 0.124046280992 3 -1.53520239224 -2.28208182034
150 0.923503986714 0.144538842975 0 -1.49585042908 1.01493653039
151 0.791574845755 0.120452892562 0 -1.42969342553 0.942143531202
152 0.791574845755 0.115300826446 0 -1.44066888985 0.942143531202
153 0.659645704796 0.112246280992 0 -1.31398057415 0.862351192722
154 0.659645704796 0.125948760331 0 -1.28108906771 0.862351192722
155 0.659645704796 0.127666115702 0 -1.27696671848 0.862351192722
156 0.791574845755 0.136233057851 0 -1.39607688466 0.942143531202
157 1.05543312767 0.156089256198 2 -1.57503491875 -0.968481523892
158 0.923503986714 0.152753719008 0 -1.480075364 1.01493653039
159 0.923503986714 0.138082644628 2 -1.50824829713 -1.18307570343
160 1.05543312767 0.151887603306 2 -1.58239333885 -0.968481523892
161 0.923503986714 0.184608264463 2 -1.41890493055 -1.18307570343
162 1.18736226863 0.197796694215 0 -1.59497669187 1.14479076575
163 1.31929140959 0.184917355372 2 -1.6950845262 -0.621000304188
164 1.45122055055 0.196500826446 2 -1.74875705502 -0.476106837454
165 1.58314969151 0.220823140496 0 -1.77998597209 1.31163333196
166 1.58314969151 0.241530578512 3 -1.75293008805 -1.17385494308
167 1.71507883247 0.260778512397 3 -1.78906267215 -1.02016360582
168 1.71507883247 0.279505785124 3 -1.76602460764 -1.02016360582
169 1.45122055055 0.278031404959 5 -1.63512436747 -3.07882914018
170 1.18736226863 0.251185123967 3 -1.508925496 -1.74764769888
171 1.18736226863 0.281940495868 4 -1.45935414611 -2.71179385375
172 1.18736226863 0.283644628099 0 -1.45660743456 1.14479076575
173 0.923503986714 0.269292561983 0 -1.25628527574 1.01493653039
174 1.18736226863 0.282710743802 3 -1.45811266446 -1.74764769888
175 1.05543312767 0.293882644628 3 -1.33371521309 -1.99379963769
176 1.31929140959 0.290707438017 3 -1.53700339639 -1.53328540377
177 1.05543312767 0.264150413223 0 -1.38578573268 1.08215470371
178 0.923503986714 0.262634710744 0 -1.26907037879 1.01493653039
179 0.923503986714 0.299687603306 0 -1.19791753494 1.01493653039
180 0.791574845755 0.28167107438 0 -1.08624977341 0.942143531202
181 0.923503986714 0.263575206612 0 -1.26726434015 1.01493653039
182 1.18736226863 0.251067768595 2 -1.50911464879 -0.783501544004
183 1.31929140959 0.233312396694 2 -1.62276826915 -0.621000304188
184 1.31929140959 0.207690909091 2 -1.66105421814 -0.621000304188
185 1.18736226863 0.224487603306 2 -1.55195642219 -0.783501544004
186 1.18736226863 0.236003305785 2 -1.53339547229 -0.783501544004
187 1.05543312767 0.258515702479 0 -1.39565388929 1.08215470371
188 1.05543312767 0.258537190083 0 -1.39561625772 1.08215470371
189 1.05543312767 0.278952066116 0 -1.3598633676 1.08215470371
190 1.18736226863 0.245745454545 0 -1.51769312714 1.14479076575
191 1.45122055055 0.2702 2 -1.6460393347 -0.476106837454
192 1.31929140959 0.279740495868 0 -1.55339119534 1.20356989498
193 1.45122055055 0.283360330579 2 -1.62769721374 -0.476106837454
194 1.31929140959 0.278808264463 2 -1.55478422 -0.621000304188
195 1.31929140959 0.258304132231 0 -1.58542335278 1.20356989498
196 1.45122055055 0.279737190083 3 -1.63274694109 -1.34368093836
197 1.18736226863 0.283380165289 2 -1.45703369436 -0.783501544004
198 1.18736226863 0.280327272727 2 -1.46195433085 -0.783501544004
199 1.18736226863 0.294662809917 2 -1.43884838591 -0.783501544004
200 0.923503986714 0.279223140496 0 -1.23721553912 1.01493653039
201 0.923503986714 0.255831404959 2 -1.28213479888 -1.18307570343
202 0.923503986714 0.287080991736 2 -1.22212607043 -1.18307570343
203 1.05543312767 0.30172892562 3 -1.31997389907 -1.99379963769
204 1.05543312767 0.28505785124 2 -1.34917021109 -0.968481523892
205 1.05543312767 0.285378512397 2 -1.34860863222 -0.968481523892
206 1.05543312767 0.319254545455 2 -1.2892810083 -0.968481523892
207 1.05543312767 0.328581818182 2 -1.27294601042 -0.968481523892
208 1.05543312767 0.339049586777 2 -1.25461364436 -0.968481523892
209 1.45122055055 0.358558677686 6 -1.52289003051 -3.9464032411
210 1.45122055055 0.385107438017 3 -1.48588787693 -1.34368093836
211 1.45122055055 0.3918 2 -1.47656016433 -0.476106837454
212 1.31929140959 0.39505785124 2 -1.38107355112 -0.621000304188
213 1.31929140959 0.400499173554 2 -1.37294263414 -0.621000304188
214 1.71507883247 0.389438016529 6 -1.63078730558 -3.40201464447
215 1.71507883247 0.424160330579 6 -1.58807233461 -3.40201464447
216 1.31929140959 0.428819834711 4 -1.33062333539 -2.44557050336
217 1.31929140959 0.410097520661 3 -1.35859991394 -1.53328540377
218 1.45122055055 0.40740661157 3 -1.45480855593 -1.34368093836
219 1.58314969151 0.400603305785 3 -1.54508915382 -1.17385494308
220 1.58314969151 0.415251239669 0 -1.52595048489 1.31163333196
221 1.71507883247 0.421560330579 0 -1.59127082318 1.36168743283
222 1.71507883247 0.408719008264 0 -1.60706806264 1.36168743283
223 1.97893711439 0.407307438017 0 -1.73253041258 1.45524564556
224 1.97893711439 0.409995041322 3 -1.72956765708 -0.75085625881
225 1.71507883247 0.395011570248 0 -1.62393078718 1.36168743283
226 1.71507883247 0.420140495868 0 -1.59301748667 1.36168743283
227 1.71507883247 0.432262809917 2 -1.57810476248 -0.226213259605
228 1.71507883247 0.401495867769 0 -1.61595388276 1.36168743283
