iteration WT PI FT TD FD
0 13.3432497812 16.0180413685 1 0.558656732506 2.90087234358
1 13.3432497812 13.408291344 4 0.0135845750066 2.19582163287
2 13.3432497812 14.4917811979 7 0.239882169323 1.49077092215
3 13.3432497812 14.0514145672 6 0.147907234082 1.72578782573
4 13.3432497812 14.1777257132 7 0.17428856877 1.49077092215
5 13.3432497812 12.9350220567 8 -0.0852624061593 1.25575401858
6 13.2098172834 13.8744770121 4 0.140146707544 2.17934786099
7 13.3432497812 14.2084344672 7 0.180702396403 1.49077092215
8 13.3432497812 14.9467699245 4 0.334911074205 2.19582163287
9 13.3432497812 13.9760454857 2 0.132165654446 2.66585544001
10 13.3432497812 12.2635447505 13 -0.225507096469 0.0806695007285
11 13.3432497812 14.4203450642 10 0.224962024804 0.785720211442
12 13.2098172834 15.2715870993 2 0.434734103708 2.65261411458
13 13.3432497812 14.1340535242 4 0.165167199268 2.19582163287
14 13.3432497812 14.6946573865 10 0.282254871993 0.785720211442
15 13.3432497812 14.409632389 10 0.22272457641 0.785720211442
16 13.2098172834 14.1715714146 7 0.20279049435 1.4694484806
17 13.3432497812 15.0850720518 7 0.363796844173 1.49077092215
18 13.3432497812 13.8520831291 9 0.106274887689 1.02073711501
19 13.3432497812 15.7538300167 4 0.503473573114 2.19582163287
20 13.3432497812 15.1825938633 5 0.384165241049 1.9608047293
21 13.3432497812 14.0495872954 7 0.14752559025 1.49077092215
22 13.3432497812 14.1195588668 6 0.162139846418 1.72578782573
23 13.2098172834 14.3104283894 7 0.232069156799 1.4694484806
24 13.2098172834 14.5516870895 6 0.282939716621 1.7060816074
25 13.3432497812 14.1737202235 5 0.173451982557 1.9608047293
26 13.3432497812 14.4254484854 4 0.226027924907 2.19582163287
27 13.3432497812 12.6483756494 5 -0.14513134922 1.9608047293
28 13.3432497812 14.4386864033 4 0.22879279525 2.19582163287
29 13.3432497812 15.1579923537 3 0.379026971935 2.43083853644
30 13.3432497812 13.7838604058 5 0.09202589579 1.9608047293
31 13.3432497812 15.7678423684 5 0.506400191647 1.9608047293
32 13.2098172834 15.3825683757 1 0.458135040771 2.88924724138
33 13.2098172834 14.8285246544 3 0.341312251586 2.41598098778
34 13.0763847856 14.5653073228 8 0.316974143493 1.20957162305
35 13.3432497812 13.103182041 2 -0.0501405268242 2.66585544001
36 13.3432497812 14.3856994412 3 0.217725943076 2.43083853644
37 13.3432497812 12.7860915597 3 -0.11636801649 2.43083853644
38 13.2098172834 13.3172963435 4 0.0226624778886 2.17934786099
39 13.3432497812 15.4695578865 2 0.444100521342 2.66585544001
40 13.3432497812 13.1813214391 8 -0.0338203391023 1.25575401858
41 13.3432497812 14.6391981178 6 0.270671654076 1.72578782573
42 13.3432497812 14.794049603 4 0.303013921461 2.19582163287
43 13.3432497812 15.1430428389 5 0.375904617616 1.9608047293
44 13.3432497812 14.8333457504 3 0.311221311312 2.43083853644
