	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0	306.32369875	322.1191735	225.229673606	211.996262218	159.426609783	159.82043987	144.439389444	145.662090936	129.334203483	148.349851894	129.921439838	132.62630962	114.985416233	112.8477397	103.39892918	103.856573266	104.868861478	106.500111132	96.5343406186	92.015679084	92.5928558903	86.6162964961	78.5111830065	79.6006806072	73.3745166363	66.9947158215	71.7806794666	67.2550407069	67.2837595812	63.330218301	63.8526207806	60.0986799928	73.2389030115	68.8822370771	69.4281053296	69.4854189754	65.6356484386	64.4288671605	64.4310609631	65.3659475462	65.581505101	62.0303907863	59.8241638051	59.7730611102	59.6723887502	56.6496407802	57.0275934242	54.7560170813	54.9787630971	56.4337539902	53.4405144939	55.8017602481	53.1273580361	55.9226340669	51.5004390106	48.2639162963	49.4095309564	45.8200960126	43.3918696759	43.4989088012	43.3925808993	43.4952361761	43.4778505065	43.6513781888	45.5258429869	45.5990828354	43.6168731843	44.0777530753	44.1478121387	42.5395063865	42.7760348149	40.9681842531	41.0537455001	42.6968040619	41.1888119321	39.8373703552	39.0055059371	39.4115296414	39.5336241154	39.6849964494	40.5897429238	40.6862257319	42.5637708685	42.4297025735	40.9538098629	41.3210617199	40.2732309597	39.5679503476	37.2080974264	39.1345290318	39.2728751581	36.8962240316	34.9172552866	33.7365169333	33.503840362	33.9505322126	33.4779066228	33.7884220395	32.1036447955	32.0197323281
1	315.4688485	266.797477802	277.202595206	236.545848208	200.38203868	169.043420212	147.224519091	150.621861247	133.473982751	145.919560508	149.288153543	151.863978021	138.279198603	128.655813667	101.152689148	101.581586622	92.5926909497	86.303857849	81.0384063576	76.402112761	76.7355275702	76.9926038492	77.2800560157	74.2453089921	81.2490851836	82.1547856604	76.363609397	77.5264555451	71.8971670333	69.940391627	71.0624748046	66.0544656417	65.2709121407	65.547918493	61.9645108204	62.033340125	59.9578446646	56.9001171452	56.7550659696	57.3601677091	57.4923263009	58.2681032588	53.0639906849	51.1279718202	51.2918457874	51.5550179298	51.4250875436	49.1355073585	48.8556944728	49.2908172736	50.0551716149	49.848360643	50.4727595651	48.7895335112	49.2603515953	47.2245801139	47.5725474989	44.1933829443	43.9141146886	43.9714792865	41.6013066129	41.9271607369	42.021688713	42.5467557523	40.6790358433	39.8246825072	37.928561584	36.3524259945	37.6318530078	37.7507009238	37.8641665994	36.7659566808	35.0941009546	35.7890260242	34.3809573059	35.661634957	34.4671189568	31.8252678432	31.8557760787	30.7298284176	29.9874596723	30.8549615359	30.9238532325	30.9252731432	29.8986525971	30.9987928377	31.1620221105	29.8275206864	29.0135764016	28.2439898625	28.5141020989	27.3010162138	27.3825867129	27.9565222677	27.3690886931	27.3850942682	27.3004537448	27.4943735029	27.4961618479	27.9848124906
2	250.014938402	258.485517002	190.576415882	166.543803957	171.855875671	122.773232586	117.749549687	104.394172137	104.959983067	95.7648022134	96.1047874777	108.373279425	95.1911124577	116.867695792	97.7212444943	110.111523639	110.379892368	113.434882535	101.66748689	102.969834788	93.5295945615	84.6215471094	84.6215471094	85.2772776039	76.7185284306	83.0378737271	76.7185284306	77.1671288774	77.1671288774	67.026478175	71.8786632281	67.5260573566	73.2331931799	68.9057382469	64.9438167155	69.1047178942	69.4628055639	70.8148615918	72.16514485	66.872632856	66.5989283428	67.3684433692	68.1785267354	64.8074961793	58.2367594158	61.9616071964	62.8811619678	64.0089617978	60.3930223298	57.3401900328	50.7995303188	50.8355826933	51.364783977	51.3247251692	54.7054670079	56.7917562736	53.4709864059	53.8676601651	54.4336134	50.0947426258	49.9349725758	47.8327695159	46.0747014395	46.4810056871	51.5855562418	52.3737544895	50.154766282	47.801069024	46.7637479068	44.6594226898	48.6762437522	47.2024045543	45.6598768948	44.1550572481	42.7866769139	43.7006879167	43.7974974266	45.9495942879	44.9302436991	43.1162913261	43.5665680723	44.1143457382	42.132440018	39.8523933825	40.5021565863	40.6837874352	39.6869288183	39.2961591891	35.4828991827	35.7129378565	36.025085614	33.2420499992	33.1837673	33.2880058373	32.4218492135	32.850817051	33.7595533051	32.4793881205	32.7261049039	31.6309746511
3	355.430133333	382.783833333	312.03837475	221.107333802	204.590048202	206.031219095	183.418687598	189.371001241	145.710037446	137.985962515	140.254217873	143.003971861	113.23997079	114.591580405	114.494262845	114.181523229	115.189712653	116.742418484	98.6377210825	92.6793259677	87.019551524	86.8815223071	94.348382445	115.159173118	108.740961203	104.615981054	92.7788481864	85.4492605313	77.1541088144	77.2216035443	71.7295383446	77.0426378981	76.6521653389	76.7203487906	71.3656840231	71.5214030987	71.7348454515	67.1492987672	63.4987299156	67.3248029718	62.4104783893	62.6282078086	62.519614582	62.7368010352	62.9534445222	59.7182161291	59.8193994649	63.2350307934	62.9648527824	59.2099403282	58.5528099565	59.5637417661	56.2536989371	53.7816150667	51.2156579334	50.0285652808	47.546050011	45.6509032146	50.1518833694	48.0577034098	48.4276492871	48.4076010994	47.1482131274	41.8062329496	40.0974160616	41.8673570455	40.3110398553	41.5582218609	40.0304722912	40.7693789286	40.7680477017	41.2915081417	39.700579402	40.4481667984	41.5876149016	35.9637312974	36.0149767659	36.7978498833	38.3755655089	37.4571088961	37.5918874089	36.6737906927	37.0380680688	37.1261935512	35.5917150696	36.6229913201	33.7812043726	34.9609939624	35.0971265899	33.8455048382	34.0446021269	34.1232022896	32.934179564	34.3329779744	33.082923031	34.2237108516	33.3000716741	32.1918822747	31.7533831855	33.1010604328
4	371.600133333	265.514832812	176.013780872	213.933335434	187.755717448	153.204295222	131.812878623	119.236453823	119.769039845	120.185414883	102.360154619	103.932153285	103.173376585	103.83241269	97.7930040994	84.1882458515	84.1882534641	78.40654214	78.6062155777	78.7349959544	73.7981312361	74.8350445677	70.1853221511	71.6590974172	68.3448663751	67.808851238	67.9240812116	68.8965040701	69.1334881085	69.5441857347	65.2102563168	65.2382789563	67.0382857728	67.3535500987	67.9785245701	61.0214960639	62.1164496322	58.9454404487	60.2609931967	64.1716276577	58.593401575	55.474304814	50.7885990796	49.6855745384	55.1612322782	52.6684332292	50.7207427874	51.2188964055	51.4765862566	51.8938642109	49.7066892023	50.0266221499	49.5430862691	45.227451846	45.3725741872	45.363963348	43.7070374678	45.1733242891	45.2531008306	46.1634501373	44.482791524	43.1728009025	43.827902145	45.5483667801	41.5789390061	41.7039933521	41.6984954863	37.9470772522	36.6292242065	36.7409715722	35.3025420616	35.1237160762	34.0448144502	33.1441063972	34.2735488866	34.2459335194	33.3089952435	33.2060557464	32.9617395749	33.0112994747	33.1889355172	33.2407825738	33.0910758595	33.2646916628	32.264226507	31.2126415381	30.9593483244	30.7467907591	30.8023700871	30.0085492902	29.2436975749	30.4335871369	29.7550661975	28.9909110939	29.1132889537	27.3366935648	27.2561216586	27.1831427695	27.2472568772	27.3301154279
5	318.2184745	225.019872804	233.213606814	210.390753717	232.059927848	157.728675821	163.463488892	146.350792611	147.066472421	128.469349047	128.702913164	131.460057036	135.274924169	106.864611513	108.642191656	99.6121732374	101.227256416	96.8879389871	86.9530106082	80.261555782	80.3233937299	80.6831722412	81.7811604872	82.5096422673	80.982133759	81.7108250929	82.105422824	83.4912842833	74.1635902267	74.9969652599	75.2156656945	71.4518969392	71.2066096509	68.4488549458	63.1878892095	63.830948538	64.1105640474	65.8414428753	65.7313686715	65.7255909979	69.6627330015	66.8003111183	66.2621113867	61.6946309847	56.7147875275	59.542449228	59.7514253703	55.3227335895	55.4757550664	52.8221755527	52.8226281698	50.3150600145	57.09186591	49.9270121769	52.5121499729	49.8435565861	50.0513589421	48.5555842503	49.0296994557	45.5702319961	44.1439873542	46.7863367749	44.2869755915	44.0357210328	44.5188098519	44.6233488828	44.5511345244	44.5917283215	44.6301668236	44.3025617936	42.9267107805	41.9034744985	39.8534027083	38.5309449712	37.1435609053	37.143255098	37.2311582272	37.4081284529	37.4992414288	37.974293626	38.3771016904	37.6114043343	37.7295734717	37.2947964717	35.1047259737	35.214457122	34.0809141372	35.5371042811	35.814353261	34.8453888953	34.7420252649	34.6862312257	33.6037369002	32.833259381	32.8088961337	33.1065682504	30.9847023052	31.1243049516	30.9207009658	30.9163659354
6	368.626833333	389.710533333	202.705035406	208.107323826	176.167115032	171.111690927	147.206497143	149.382356059	156.190920288	129.671968183	129.19410757	130.972482738	122.289223736	124.382606116	125.739530918	111.839916148	113.658557275	114.668775542	108.420912172	109.751941453	97.6364879169	97.4719141623	91.4839628292	78.7347706553	74.1097290314	74.4193243384	74.5498265426	70.0341270389	70.9927840969	63.4373574377	67.5201924281	73.3938665133	72.7986933915	72.9790206669	69.2275073922	59.8266735262	60.5122540216	60.5664488435	62.2673187707	62.3210724179	62.2124900506	62.2657061613	62.3319740322	58.9173338307	55.7865408347	58.9679254986	59.4252958066	55.9964585492	54.0174500848	53.0768159055	53.1194064954	53.4889626541	51.4632823115	49.8971885843	49.9765906129	50.0525597094	50.1235181695	47.5017846297	47.8794823076	48.1139497475	47.332596719	44.7645965933	45.2426434645	44.5394490637	44.8054108949	40.9559376994	40.8225752896	39.2086372969	39.2456169201	37.7355657477	39.3713254226	37.7363886879	39.1201357329	40.7177321651	40.7177321651	40.7177321651	40.7177321651	40.6726162756	40.6726162756	40.6355909906	39.1044487279	37.6907844553	37.794401414	37.7638808401	36.3349641294	36.3731465333	36.4019547318	36.4301809755	35.2575466734	35.7232569951	35.9182735336	35.8768622953	35.0593408976	33.5884908844	33.6777062114	33.7833826842	32.8532520787	33.0791672598	33.5068618517	32.4724981721
7	320.6688235	346.75312075	211.235904214	184.079870047	173.983561297	175.89194537	133.341262348	120.08677872	122.408400203	112.354105525	115.476643355	106.66054094	107.376107901	98.1715853372	98.599547553	91.0152401963	92.2519048161	85.6373487044	93.977550562	95.7341293053	88.934944599	89.8522606326	82.8949627471	91.3315799081	92.9387241886	93.8553095622	87.8140575036	88.6524277008	83.9502836936	84.2845601585	85.510696059	86.8216729248	72.4184601187	72.4025244257	71.779126256	68.8932252099	69.9200979372	63.6232571469	59.6398890035	60.5215086567	55.0299868644	55.7215252333	56.8564502383	53.0267114483	56.1874086228	56.1869742966	56.3214286229	54.3453145594	52.0203771603	49.683316275	47.4894731304	47.5296132824	47.579176943	50.9665525858	45.5515770338	47.9205698091	46.1145086201	46.3368268036	46.4457231492	46.4870543778	46.374023282	46.7410578073	44.7436362673	43.3285484847	43.4700962423	41.5906832523	40.2855167535	40.1467926557	40.0579334995	40.3508387695	40.2585204354	39.3879239288	38.0508308665	37.8996273163	37.0518041458	35.5722102807	34.4157722916	34.3345114971	33.9616151628	33.8561989114	34.0801039409	34.2833783467	33.1121201514	33.1357398123	31.6860222639	31.6842274353	32.56298637	31.5866032782	31.8042864049	30.9170098346	29.8351855141	29.9697220512	30.1681461418	30.3692305076	30.3484188047	29.5779333788	29.714902105	29.689402493	29.5339567498	30.2013817788
8	421.661133333	293.396916404	308.138668616	321.329587016	269.811134193	183.552869798	150.76460834	155.259565738	157.149250209	116.422639365	117.993244359	118.418009348	110.448039683	102.025526235	102.862511597	92.2908168575	93.5156137822	84.9066800954	85.0604326608	86.6568040508	79.9094662438	75.2024162324	70.8794603919	71.8442312584	72.5534336292	73.1515316409	66.4676649687	70.8282297822	70.6413481496	71.6638667611	71.8411556732	73.2714596197	72.9490830426	73.2553490177	74.1513563338	69.8515459128	71.3921064877	71.0569090229	64.9573971414	64.708355859	64.1116637308	65.3231670532	61.996573435	58.2943657899	56.5386283726	51.3772007758	51.9277648563	51.8826418087	51.7544547114	54.2040511589	51.9932538273	49.9993901176	49.5566111198	49.4808070533	48.087064669	46.8425472407	47.1825058115	46.5929163709	43.813012347	43.9177960991	41.9873693809	42.9429701746	42.2859043495	42.8129829455	43.0047793858	41.5963363238	38.7289698833	37.9981627192	36.8173457275	37.9598819793	35.4319096535	38.5269556991	34.6845425763	37.3750483708	37.579039338	37.4943333947	37.404428536	36.3177506624	36.8452970283	35.044503469	34.0877745247	32.5654815142	31.5809792014	30.7642702653	30.9451554728	30.0282605336	30.1800410599	30.2239588842	30.2478369203	32.1086712099	30.5170684334	31.5752504402	30.5690348468	30.4968789188	30.4511099582	30.5197633991	30.750009197	28.8138063389	28.0269510562	28.8967324779
9	362.356833333	391.007433333	255.07909475	206.952826222	207.917303428	155.966898938	131.670451494	132.027060756	132.48466432	125.510496775	128.90903156	129.962517311	131.439774689	122.99689811	104.018795848	103.446441632	96.3110302956	79.1404030207	79.1107211866	94.1688648029	85.8615943589	86.9698184854	77.9709860091	84.3954488858	85.4136741748	79.1188941532	79.6761326471	80.1885947331	74.8400969203	74.7025597217	75.2781665485	75.6618829431	75.9228488508	72.783920999	72.5445552403	67.3999642165	66.69949876	67.1377497692	64.0988677766	64.4235615241	61.0533754343	61.005844921	60.9036600756	55.2279978198	55.0410067292	51.7726659259	50.6723868378	48.09724958	48.111679441	44.4405424743	48.838706312	48.8768313473	48.7154290765	51.0284769332	48.840225531	51.4141577983	51.2430275156	52.3381478321	53.1394375836	49.7252133593	47.4485378152	47.1649818333	44.9831978828	43.1319018505	45.0056406689	45.0056406689	45.2565227243	43.4644618037	42.4559979737	41.1765345719	38.9887213037	38.1144430116	36.7586732395	38.2625131227	37.0650124714	35.3969799336	35.2283369548	35.1738922656	35.9423825636	36.1907214782	34.9288747423	33.7645736543	33.0745446796	32.0289647346	33.1730445647	32.0249628134	33.0174646316	34.0351792594	34.2419641782	34.5837040157	33.8001930187	33.9969180464	32.8028527107	31.8979046646	29.7805874747	30.1615943967	29.5180472265	29.5221946776	31.2013006056	30.300957255
