	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0	271.03009975	296.21827375	319.230799	331.76437225	355.423021	296.066312804	308.49489101	313.934149604	272.256335855	273.66432887	274.427056058	277.161336895	243.939188827	243.14636657	246.006059795	245.951326783	247.406194751	249.291050668	222.223432986	225.511550016	230.397510502	203.068601784	226.987100392	202.800771595	204.504207437	205.877774539	207.847969553	186.732411753	188.117503821	190.181018009	189.626003245	189.373250244	189.46297558	174.896666375	175.526528019	175.445885845	175.714048782	175.448627817	160.677599143	159.829298856	175.667593498	174.854761109	175.26709044	161.377633971	176.694413106	161.844231931	161.73127622	176.132213412	193.566902448	193.220324351	175.570646956	161.171455878	160.397600607	160.890788327	161.746677178	161.812659781	161.950342987	161.975767003	149.520410258	149.443776977	138.68047515	138.534098764	149.155540181	149.00402528	148.912934291	148.829104206	148.719330293	138.034724261	128.764612219	128.729954338	128.627618138	128.622880666	128.515907743	137.623617061	128.38732229	137.43922563	128.210727377	128.087361218	128.044148874	120.012896401	119.978891854	119.885616645	112.742782284	112.762665489	112.699944372	112.611286969	112.56205791	106.201008189	112.334286229	112.258828937	105.948437386	105.949688762	112.10607859	112.009647283	105.707750694	105.622076647	105.574140105	99.9701245795	99.8253011636	99.7702741672
1	370.950033333	396.954033333	317.9264245	267.332097602	278.180695802	290.211314402	301.398808016	258.606362703	227.249601087	233.879723184	236.482518168	243.451423051	243.805080317	287.293524256	294.316449133	299.723476868	259.950193696	227.518048413	230.54237187	232.403881414	235.21600861	272.115658278	237.929472296	211.791753777	212.11220723	213.363534846	212.670025139	213.154784106	192.113793676	191.52038844	190.947760354	191.19190574	192.270547653	192.876652091	194.486358213	195.028402038	195.553097375	177.78373168	177.765151533	177.479297877	177.419083302	177.403138045	162.444908402	162.040571236	161.676753287	161.00623902	161.265112387	161.366574428	148.906878851	149.126583523	148.908603566	148.992731487	149.316999481	149.024498277	138.481998854	138.502467012	149.134877334	149.225373343	138.599657726	138.461270474	129.322793136	121.198923166	121.242326628	113.968366752	120.973696066	120.871618969	120.904557054	120.843147203	120.855741802	113.676140232	120.70705915	120.673055657	120.618007734	120.564648802	120.492521126	120.383519011	128.336947659	128.276714603	128.150376236	128.113145089	128.039531488	127.967601621	127.943182785	127.898239134	127.897285149	127.909245853	127.832143449	119.69843102	127.570066316	136.640386587	127.432658519	119.445521302	127.35953551	119.330785847	127.265002812	119.247354944	112.23829047	119.255227848	119.179756129	112.144529211
2	273.24279925	295.71837325	309.7714975	327.8117725	341.845171	286.45925341	247.728590855	254.058369367	255.138046203	261.787907722	231.49445082	233.414172408	237.590489244	242.716383535	245.036081378	290.140624642	250.438092617	250.850009567	253.433970708	253.777157459	222.968300581	226.234436545	228.471067134	203.646064924	203.553494575	230.814987	231.63319485	233.571113253	206.643871818	189.357988891	211.680156725	191.343509006	192.209488406	192.364237098	174.484378009	192.386968685	193.248722922	192.903352951	193.06736166	193.735544016	175.608107757	176.003953394	175.58637594	160.827994884	160.619529092	175.129317469	160.141994805	160.069928728	159.973588661	160.217065921	148.268602281	137.960467652	137.738507757	136.958547635	137.218203623	147.781783805	148.121841843	147.90126408	136.248713715	136.828964163	136.803525269	136.375685442	136.610516741	137.06151816	137.580612895	128.650609975	137.745483841	137.785475495	128.884034245	128.63128367	138.032577171	128.789180173	128.789294628	128.490649205	128.694696296	128.584135091	128.565001829	128.524633446	120.587279127	120.568234425	120.602794295	120.623471775	128.546979517	128.48255969	128.418303102	113.302285191	106.937337848	113.166846814	128.178067899	128.087531455	112.922590163	112.835872463	112.82037803	119.894513621	127.848672392	127.810846108	127.755627832	119.702323776	119.618074808	119.522879266
3	365.656833333	295.74302425	254.759176208	221.664877355	226.218861513	237.178458018	244.247140353	217.60604276	259.905009565	232.106876145	237.092786263	240.983907731	249.036770435	251.048393783	255.48580956	229.066333163	231.861877231	205.99890113	206.79577617	234.601573741	235.290803979	237.292545859	237.933300402	239.025388326	213.290227941	212.542770698	213.806781617	214.296001351	215.453870594	193.970025509	193.550067009	193.536265122	194.491133233	195.569055046	177.766042031	163.040377531	162.894131961	150.006526722	149.977910312	139.149258363	139.076844133	139.007049924	138.896138776	138.886087435	129.177894125	129.008932539	129.132882248	138.404778359	138.674359927	129.682505332	138.835057408	138.557171727	129.265982274	121.001163851	128.854777678	128.428327237	128.498633299	128.128255507	128.603776343	120.37394158	120.375917931	120.425304963	128.022832861	120.104241124	112.77289303	106.715714619	113.031046857	113.051908755	112.871061751	127.935481723	127.688517531	127.903884686	120.096033711	120.024376897	120.187415118	120.181021644	112.883869152	112.924886728	119.873908702	106.377958804	106.411229239	112.931809299	112.726811895	106.43526403	106.434416181	106.370303478	100.873363735	106.525092206	100.839465421	100.867549542	95.7957626061	95.8875504012	106.51747484	112.825182571	106.491592101	106.513115927	106.557286952	106.45066133	106.483474651	100.721555133
4	370.286733333	400.290333333	418.697733333	327.3091495	275.638296404	288.233274206	296.103715004	303.33491201	315.494368616	324.04458242	273.428231853	276.815962518	281.186017058	284.732130892	285.958477058	288.929612262	254.672111335	254.057698681	223.685350863	226.034265617	227.046670813	227.560617721	230.001873747	230.625963177	230.59996354	265.566216355	234.602216095	232.539202393	206.388081093	232.192254699	206.006887614	186.219062489	186.939513093	187.398055022	188.438781804	210.495567346	213.11962222	213.294580298	213.57982612	192.700382093	193.668088699	194.05504412	194.487263715	176.948772847	177.20955818	162.744406156	162.626403075	162.147848728	176.900476166	162.264358437	162.162296939	162.102608301	162.29000779	149.980249201	149.870876359	149.852766877	149.747253204	138.941292147	138.872824678	149.459961273	149.455236323	149.374310902	149.271812916	149.210567857	149.128040546	148.920866815	148.846727787	148.774116494	138.08080505	137.990457123	128.72018801	128.699126994	120.616768097	128.574181138	120.506168786	120.46545814	120.428295466	120.34751527	120.385147639	113.229146104	113.092496893	113.035997778	112.913883587	112.84032692	112.705407699	112.707932156	112.633967967	112.536858553	106.366571527	106.21925095	106.180119942	106.101724207	112.245963466	112.206543944	112.192685997	112.085704558	112.010776112	111.920192763	111.778577897	105.581794233
5	378.177033333	305.12322475	256.135078802	267.36001481	285.310655606	298.715275604	306.76039121	314.953908806	324.903586808	273.665601348	277.3687607	281.70231823	242.712194285	247.509779733	250.502528535	253.40781124	257.906912527	260.574389194	231.689261717	267.402035757	266.95171972	268.641098759	235.611050357	237.996694608	238.272943147	239.250421362	240.510050573	240.962428906	240.659173612	241.358965879	214.66787213	193.385427518	192.757832084	192.779124164	175.442629272	176.230807383	195.186270116	162.546756656	162.138306062	177.126927058	176.885884586	162.418474425	162.277573647	162.5836425	162.369769381	162.438845065	162.460160465	149.97893092	162.18373891	162.394207078	162.985630391	150.406129426	150.379799517	150.297317204	150.206905972	150.093048265	150.022506673	149.971407261	139.143978105	139.086212856	129.76932264	121.552134286	121.476346311	121.402155591	121.365415988	121.353158286	121.289474319	121.258065109	138.52838655	129.254996472	129.131195388	138.343045325	129.08714204	129.011604049	129.026702471	128.96008818	138.111300273	128.867164616	138.096678413	138.035595353	128.730905766	128.670298231	120.71223924	120.705103014	128.642607751	128.524965581	128.466577744	128.451392038	128.389608309	120.32231921	120.310910376	120.272190378	120.212774295	113.114295309	120.056276677	120.06404063	119.964046319	119.871936301	127.750962187	119.79665074
6	359.390133333	381.800433333	307.301299	267.163916402	276.018516002	285.455532206	243.423873348	253.114471188	262.272546052	267.97878759	274.042227547	278.349597275	244.128617828	247.746825434	251.718030191	253.868393902	257.74019565	228.380971843	229.629469381	262.772034811	263.486886825	231.407649765	233.433097817	234.566859239	236.869578244	211.364271952	236.815502831	210.439608722	212.144031746	190.341655045	174.074027623	175.440884647	176.848174661	176.522710729	176.794960619	176.562610788	176.513845305	162.046437083	162.116302887	161.880167465	161.626998739	149.191792176	148.712630043	138.942306865	138.932745536	138.993619115	139.072600048	149.81913762	162.371183573	162.332349919	149.907803914	149.93672791	139.058364012	138.666699673	139.004118012	139.001771076	139.11210416	139.132352067	129.844431222	139.091269562	129.759659313	129.740404451	129.688605399	138.949885318	129.655587512	129.576356069	129.539766326	121.357757275	121.302712492	121.298736492	129.340865269	129.263106523	129.235603025	129.12022334	129.083475382	129.000098002	128.920254557	128.771320729	120.664347953	113.492938812	113.40690318	107.064676009	106.984485496	106.928761613	106.951248832	106.894658323	96.1235387274	101.137336379	106.62622879	100.977686848	95.8517156681	100.930392958	100.899271548	100.825004545	100.807074348	100.798475105	100.72433223	91.0639104419	95.5708554014	95.4758526938
7	364.650333333	291.26817475	313.0062235	331.234846	238.407543185	214.590544908	222.179729054	230.719581071	232.927577935	274.92698956	279.606867562	283.55790707	289.231084413	294.912544433	257.191256548	258.80446949	261.012508348	264.625658494	233.382340747	235.048800614	235.822839747	238.099364815	213.076233602	213.431579944	214.473345084	241.793754063	216.902354507	216.288195774	243.692022684	217.538104313	196.008181377	196.109763913	196.122823925	196.199130541	196.365824078	178.591125058	178.546205521	178.613478611	178.527207137	178.39909018	178.316696118	163.311901592	163.207191382	163.152993253	163.017102233	162.968264435	150.346784974	162.826423143	150.282404933	150.235482716	139.403550341	130.023885865	129.967618783	139.140139645	129.766245848	129.717438527	129.713438781	129.710294877	129.73211905	121.54883701	121.500845429	138.857983154	149.546853458	138.747164828	138.647351291	138.564787072	138.526385759	161.49277963	148.932107703	148.912266294	148.763963462	138.040154312	128.77947619	120.7187048	128.721152502	128.617753962	128.543366134	128.49124458	128.451128326	137.62777903	128.398522223	128.303478171	128.157337765	137.1693412	137.140960564	137.105217905	137.060763049	136.983796314	136.805888659	136.747828685	147.225041218	147.256418074	136.717067769	127.548864704	127.399412548	127.41690527	127.318377883	127.201268109	119.270127902	119.123613163
8	552.965	398.310333333	317.43644875	267.344017004	282.368197802	291.173376206	252.099309843	258.94395419	267.456797213	273.10098159	279.099224612	241.948577025	246.59592866	249.483509362	254.296427486	256.911781053	227.103674627	260.874807984	264.478818405	269.387308186	235.905979781	236.628257963	237.010317732	238.320759914	238.704730729	211.67115555	211.096026397	189.431809158	210.463658973	210.374777007	210.787295895	189.70354999	190.547671983	190.917847874	191.716151894	175.498809551	175.589617719	176.198429099	176.35331236	176.358559619	177.019916365	177.162742359	177.175562873	176.510935673	162.010793908	176.968524798	162.252360214	149.662309803	162.624082485	162.819306965	177.680213109	177.739495058	177.686534355	162.803862644	162.723124263	150.116569625	162.518695604	149.905324327	149.781889498	149.698598363	138.988594453	138.902798793	138.845487408	138.755040313	138.629803365	138.546440363	138.466344088	138.332361457	138.280277752	138.201911679	138.054757984	138.058373483	137.983047647	128.690078923	137.814260571	137.73828835	137.692939837	137.692558693	137.51282341	128.290268827	120.194680197	120.136293841	120.064201051	120.021188996	127.975832997	127.88744521	127.835851616	127.816362178	119.751621868	119.715654742	119.653133968	112.525474025	112.508863521	112.421640333	112.405065201	106.19230543	100.52500086	100.398546552	105.938014729	105.905481656
9	360.040233333	289.80797425	312.54579925	327.5371465	275.260116206	237.239194848	246.578327013	257.366339855	268.812916865	275.025643225	240.998349852	244.963605077	250.415509044	222.394994127	225.268118803	227.589408293	260.144322231	261.029292855	259.747379697	229.498956645	231.92417494	231.975727289	236.295997731	235.941377336	210.651829689	212.095783336	173.287760441	191.26079088	191.813091187	174.322251289	193.294836316	193.064164192	193.84459633	194.30653248	194.218763514	176.058856093	176.776469437	162.004712164	162.570535269	177.39423407	150.17848337	150.365701839	139.505547855	139.388301243	139.237707407	139.180186817	129.824936782	129.738460233	121.586893518	121.50466757	114.351024941	114.245459504	129.343790239	138.632687414	138.548872914	138.610671052	138.530650848	138.518915278	138.469528501	129.221380513	129.135727486	129.067719542	120.986480574	120.844582686	120.749773084	120.651837046	128.578710021	128.653394087	120.510272442	120.399091329	120.286503078	120.165197126	112.983649841	112.875295471	106.499375265	106.512150608	106.468387335	106.431700527	100.845529112	100.822320802	100.772261624	100.750870446	100.655558361	100.671329372	95.5925404476	100.575616879	106.122632395	105.944531118	105.886196041	105.87311812	105.819783091	100.137404337	100.043840131	100.012390637	99.9798693863	99.9108770059	94.8434503594	94.7761697949	94.7368619536	90.1243731743
