iteration WT PI FT TD FD
0 5.50265661293 5.151936 18 -0.160677116927 -5.23906744056
1 4.8912503226 2.968592 15 -0.977175849077 -4.53391782464
2 5.2580940968 5.9842255 17 0.346315383145 -5.05294480138
3 4.15756277421 1.3264205 12 -1.65692041266 -3.85586670474
4 4.27984403228 2.2444105 20 -1.16185224434 -7.60429692189
5 4.8912503226 2.657012 12 -1.13553391378 -3.18837520978
6 4.15756277421 2.9936065 10 -0.681203105811 -2.87253292884
7 3.79071900002 1.2203665 16 -1.62797412624 -6.32060873574
8 4.76896906454 3.407239 15 -0.707585605219 -4.65536690545
9 4.15756277421 2.686717 11 -0.860809578298 -3.36419981679
10 5.2580940968 1.6880705 20 -1.7026588911 -6.34394768704
11 5.38037535486 3.810385 19 -0.733723390105 -5.78400785049
12 5.74721912906 6.5129835 17 0.337528077711 -4.60008748137
13 4.8912503226 4.51867 15 -0.18936099504 -4.53391782464
14 5.01353158067 4.238548 17 -0.385441281763 -5.3008748052
15 5.01353158067 2.710131 19 -1.14560578362 -6.18535130316
16 4.76896906454 5.066463 14 0.154584547888 -4.20034268211
17 4.27984403228 4.52897 10 0.142204380605 -2.76700590677
18 4.15756277421 1.7044025 13 -1.43570719525 -4.34753359269
19 4.52440654841 1.970764 16 -1.38918787122 -5.37985286097
20 5.01353158067 1.4686325 26 -1.76307018556 -9.28101904601
21 4.52440654841 5.1192605 13 0.323602023005 -3.97342811692
22 3.91300025808 2.403168 13 -0.930748930696 -4.62181587087
23 4.8912503226 3.2176705 18 -0.850583676217 -5.8794604395
24 3.79071900002 1.31437 12 -1.56843549651 -4.24985330444
25 5.38037535486 5.9119185 13 0.248412760771 -3.23591654789
26 4.15756277421 2.903325 14 -0.734040175003 -4.83920048064
27 5.50265661293 2.2459455 15 -1.49201082856 -3.98142396907
28 5.2580940968 4.7666695 7 -0.234376170453 -0.749601849191
29 4.8912503226 1.474893 16 -1.73633652335 -4.98243202959
30 5.13581283873 3.9711415 12 -0.567110048228 -2.99403842983
31 4.27984403228 1.85502 6 -1.3841214657 -0.832089500726
32 4.52440654841 3.0385785 15 -0.808294138447 -4.91104461295
33 4.03528151615 4.7614825 13 0.436041809066 -4.48195051812
34 4.76896906454 0.5575245 19 -2.18836142981 -6.47546379885
35 4.15756277421 2.0610875 14 -1.22695800494 -4.83920048064
36 6.48090667745 5.6568965 18 -0.326160496689 -4.38968679316
37 5.01353158067 3.080254 11 -0.961523582285 -2.64744531133
38 4.40212529034 2.76752 8 -0.910608452357 -1.71300879089
39 4.76896906454 6.631156 7 0.967634264728 -1.01517311867
40 4.52440654841 2.7869465 16 -0.945182569691 -5.37985286097
41 5.86950038713 5.1243305 12 -0.322345472311 -2.47565726251
42 4.40212529034 2.1632535 15 -1.24723417211 -5.04582677481
43 4.15756277421 5.51327 13 0.79342497071 -4.34753359269
44 5.13581283873 4.8615305 13 -0.133555506326 -3.43022094635
45 5.50265661293 3.497678 10 -0.918549327156 -1.88535151659
46 6.35862541939 5.806477 21 -0.222328682346 -5.64236071725
47 4.27984403228 3.5578625 9 -0.412116559126 -2.28327680526
48 5.74721912906 4.223414 15 -0.671651797259 -3.78249625052
49 3.66843774195 2.0879885 12 -1.02925628319 -4.3923896888
50 5.13581283873 5.481892 13 0.168515325576 -3.43022094635
51 4.15756277421 1.632359 11 -1.47787051104 -3.36419981679
52 4.27984403228 2.118746 7 -1.23358319455 -1.31581860224
53 4.15756277421 0.968507 15 -1.86638858016 -5.33086736859
54 5.38037535486 5.2656175 7 -0.0536312354096 -0.687825245291
55 5.99178164519 4.8100005 14 -0.501888325091 -3.19533030461
56 4.27984403228 0.850592 20 -1.9574621853 -7.60429692189
57 4.52440654841 3.5981615 11 -0.503879600467 -3.03581162089
58 5.13581283873 2.949046 19 -1.06479605545 -6.04731604544
59 4.40212529034 1.717276 16 -1.49568001005 -5.52194362966
60 4.64668780647 1.727208 11 -1.55179116014 -2.93385411708
61 4.76896906454 3.040753 16 -0.898019983417 -5.1103911288
62 5.13581283873 1.815915 14 -1.61654825771 -3.86640346286
63 5.2580940968 4.0317395 13 -0.584887886945 -3.3316076205
64 4.8912503226 1.935744 9 -1.50211265636 -1.84283259491
65 4.8912503226 3.2426095 12 -0.837908627191 -3.18837520978
66 4.27984403228 2.179495 16 -1.19890686596 -5.66938051585
67 3.66843774195 1.5512025 17 -1.37883433262 -7.02838372734
68 5.99178164519 4.491571 18 -0.637121527165 -4.79135586886
69 4.76896906454 2.7957755 12 -1.02531580886 -3.29029423541
70 4.8912503226 2.4381675 20 -1.24675989584 -6.77648884941
71 3.42387522582 3.4926025 11 0.0474399413408 -4.14937310147
72 4.8912503226 1.2897635 21 -1.83042712397 -7.22500305436
73 4.27984403228 1.8082555 11 -1.41081525767 -3.25073500829
74 4.64668780647 2.446776 17 -1.16931916666 -5.70455452756
75 5.38037535486 4.5438195 13 -0.390958196617 -3.23591654789
76 4.40212529034 3.3788875 12 -0.570026896501 -3.61747621027
77 4.76896906454 2.8026755 14 -1.02173041349 -4.20034268211
78 4.64668780647 2.62511 10 -1.07452929206 -2.47207071534
79 4.52440654841 0.9298775 14 -1.9554327053 -4.44223636494
80 4.27984403228 3.1242705 10 -0.659616578331 -2.76700590677
81 5.13581283873 5.1485715 16 0.0062125380482 -4.73876849589
82 4.52440654841 3.515501 10 -0.548847117201 -2.56700337288
83 5.01353158067 3.855744 10 -0.575830430778 -2.20520706235
84 5.01353158067 2.3879225 16 -1.30585751067 -4.85863655622
85 4.52440654841 1.422289 8 -1.68755962969 -1.62938687685
86 4.64668780647 3.911012 8 -0.391033776183 -1.54850391184
87 5.01353158067 3.690164 17 -0.658182327033 -5.3008748052
88 6.35862541939 5.4202575 14 -0.377844245764 -2.9447639306
89 5.624937871 5.999434 12 0.168255311271 -2.63877938586
90 4.40212529034 4.210185 11 -0.106926394872 -3.14135935543
91 4.64668780647 5.983328 15 0.710464388897 -4.78098772407
92 5.13581283873 3.898158 17 -0.602647692908 -5.17495101241
93 4.76896906454 3.324726 13 -0.750461218061 -3.74531845876
94 5.74721912906 2.819931 15 -1.29026887722 -3.78249625052
95 5.38037535486 3.528873 15 -0.865285942929 -4.08528031543
96 5.38037535486 5.578551 12 0.0926159232343 -2.81123466413
97 5.13581283873 3.0438005 19 -1.01865752067 -6.04731604544
98 3.66843774195 2.083033 9 -1.03248351718 -2.81079326567
99 4.27984403228 4.0598365 8 -0.125583194488 -1.79954770375
