iteration WT PI FT TD FD
0 0.122281258065 0.0009995 0 -0.754358625379 0.373252102833
1 0.0 0 0 0 0
2 0.0 0 0 0 0
3 0.24456251613 0.0049935 0 -1.0184320515 0.526792822454
4 0.24456251613 0.005987 0 -1.0142085828 0.526792822454
5 0.366843774195 0.0069865 2 -1.20993089638 -2.86654111728
6 0.122281258065 0.005982 0 -0.723368046821 0.373252102833
7 0.24456251613 0.003996 0 -1.02267252462 0.526792822454
8 0.366843774195 0.007987 0 -1.2065669631 0.643889877609
9 0.24456251613 0.007975 0 -1.00575739428 0.526792822454
10 0.48912503226 0.013954 2 -1.34280571316 -2.29202433429
11 0.366843774195 0.0109655 0 -1.19655249505 0.643889877609
12 0.611406290326 0.0169485 2 -1.4607160609 -1.88037289375
13 0.733687548391 0.021942 0 -1.55443009635 0.905161050555
14 0.733687548391 0.0169665 2 -1.56529643329 -1.56226817743
15 0.733687548391 0.0209575 0 -1.55658021367 0.905161050555
16 0.733687548391 0.0169725 0 -1.56528332948 0.905161050555
17 1.10053132259 0.0229565 4 -1.78706387415 -2.90347134167
18 0.978250064521 0.0189655 3 -1.72671065607 -2.15157306499
19 0.978250064521 0.021952 3 -1.72133496093 -2.15157306499
20 1.10053132259 0.02593 4 -1.78213258371 -2.90347134167
21 0.855968806456 0.0289195 0 -1.63036881386 0.975751474443
22 0.855968806456 0.0269305 0 -1.63428974523 0.975751474443
23 0.855968806456 0.0328885 0 -1.62254469289 0.975751474443
24 0.855968806456 0.0348805 0 -1.6186178476 0.975751474443
25 0.855968806456 0.0309015 2 -1.62646168165 -1.30412477124
26 1.10053132259 0.0329115 2 -1.77055437477 -0.900710377713
27 1.22281258065 0.0368835 2 -1.82519803575 -0.736879036226
28 1.34509383872 0.04186 2 -1.87248380345 -0.59088987625
29 1.10053132259 0.043824 2 -1.75245694514 -0.900710377713
30 1.10053132259 0.045798 2 -1.74918323828 -0.900710377713
31 1.22281258065 0.047779 3 -1.80842937267 -1.68501460543
32 1.10053132259 0.047768 2 -1.74591616507 -0.900710377713
33 1.22281258065 0.0577 0 -1.79316050878 1.15939210219
34 1.22281258065 0.065596 2 -1.7810082107 -0.736879036226
35 0.978250064521 0.061565 3 -1.65003162535 -2.15157306499
36 0.978250064521 0.052719 2 -1.66595441097 -1.08735981723
37 1.10053132259 0.0487455 2 -1.74429506656 -0.900710377713
38 1.10053132259 0.0458185 2 -1.74914924082 -0.900710377713
39 0.978250064521 0.0348885 2 -1.69804928197 -1.08735981723
40 1.10053132259 0.0348945 3 -1.7672657422 -1.90209085969
41 0.978250064521 0.0229585 2 -1.71952326257 -1.08735981723
42 0.978250064521 0.0209645 3 -1.72311245932 -2.15157306499
43 1.34509383872 0.02396 5 -1.89820248807 -3.29764350531
44 1.22281258065 0.023955 3 -1.84509557701 -1.68501460543
45 1.34509383872 0.0249625 3 -1.89676209805 -1.49314108594
46 1.34509383872 0.023953 4 -1.89821254565 -2.39539229562
47 1.34509383872 0.0269555 3 -1.89389855959 -1.49314108594
48 1.71193761291 0.02796 7 -2.02301478882 -4.20471073139
49 1.58965635485 0.0309395 5 -1.9799425692 -2.81946607683
50 1.71193761291 0.0379 6 -2.01107355703 -3.40957814338
51 1.71193761291 0.0389175 6 -2.00985120257 -3.40957814338
52 1.46737509678 0.026957 6 -1.94178681768 -3.90786576548
53 1.46737509678 0.033908 6 -1.93241637156 -3.90786576548
54 1.46737509678 0.025959 4 -1.9431321932 -2.18353787649
55 1.22281258065 0.023957 3 -1.84509249892 -1.68501460543
56 1.22281258065 0.0229535 5 -1.84663693042 -3.58128574385
57 1.10053132259 0.0289135 4 -1.77718470913 -2.90347134167
