iteration WT PI FT TD FD
0 0.122281258065 0.001998 0 -0.748148069897 0.373252102833
1 0.24456251613 0.0049915 0 -1.01844055371 0.526792822454
2 0.122281258065 0.0029955 0 -0.7419437343 0.373252102833
3 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
4 0.366843774195 0.0049955 0 -1.21662514043 0.643889877609
5 0.366843774195 0.005991 2 -1.21327801841 -2.86654111728
6 0.366843774195 0.003997 2 -1.21998234921 -2.86654111728
7 0.366843774195 0.003997 2 -1.21998234921 -2.86654111728
8 0.366843774195 0.005993 0 -1.2132712939 0.643889877609
9 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
10 0.24456251613 0.0029975 0 -1.02691724883 0.526792822454
11 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
12 0.24456251613 0.001999 2 -1.03116197304 -3.7812493975
13 0.122281258065 0.0029955 0 -0.7419437343 0.373252102833
14 0.122281258065 0.0049875 0 -0.729553722762 0.373252102833
15 0.122281258065 0.005982 0 -0.723368046821 0.373252102833
16 0.122281258065 0.003992 0 -0.735745618589 0.373252102833
17 0.24456251613 0.0089675 0 -1.00153817667 0.526792822454
18 0.24456251613 0.0089675 0 -1.00153817667 0.526792822454
19 0.366843774195 0.0149255 0 -1.18323797651 0.643889877609
20 0.366843774195 0.013927 2 -1.18659518529 -2.86654111728
21 0.24456251613 0.0109495 0 -0.993112494758 0.526792822454
22 0.366843774195 0.0149145 2 -1.18327496128 -2.86654111728
23 0.48912503226 0.0169225 2 -1.33441690474 -2.29202433429
24 0.366843774195 0.0169215 0 -1.1765269212 0.643889877609
25 0.366843774195 0.0168995 0 -1.17660089075 0.643889877609
26 0.366843774195 0.017885 0 -1.17328739125 0.643889877609
27 0.366843774195 0.0208355 0 -1.16336706626 0.643889877609
28 0.366843774195 0.0149355 0 -1.18320435399 0.643889877609
29 0.48912503226 0.011973 2 -1.348403904 -2.29202433429
30 0.48912503226 0.017935 0 -1.3315556386 0.742011417482
31 0.611406290326 0.015953 0 -1.46316222758 0.827939668306
32 0.733687548391 0.023883 3 -1.55019101284 -2.79598279143
33 0.48912503226 0.025853 0 -1.30917983091 0.742011417482
34 0.611406290326 0.027856 0 -1.43391388807 0.827939668306
35 0.48912503226 0.025869 0 -1.30913461584 0.742011417482
36 0.366843774195 0.0208955 0 -1.16316533113 0.643889877609
37 0.611406290326 0.0209065 0 -1.45099036756 0.827939668306
38 0.611406290326 0.025868 0 -1.43879884976 0.827939668306
39 0.611406290326 0.0209045 2 -1.45099528201 -1.88037289375
40 0.611406290326 0.0169555 0 -1.46069886033 0.827939668306
41 0.611406290326 0.0229255 0 -1.44602923193 0.827939668306
42 0.611406290326 0.025904 0 -1.43871038968 0.827939668306
43 0.733687548391 0.023939 0 -1.55006871059 0.905161050555
44 0.733687548391 0.023935 0 -1.55007744646 0.905161050555
45 0.733687548391 0.0129845 0 -1.5739929972 0.905161050555
46 0.733687548391 0.009991 2 -1.5805307079 -1.56226817743
47 0.855968806456 0.0129855 2 -1.6617796336 -1.30412477124
48 0.855968806456 0.011988 2 -1.66374601321 -1.30412477124
49 0.611406290326 0.0109875 0 -1.47536357428 0.827939668306
50 0.611406290326 0.00999 0 -1.47781465541 0.827939668306
51 0.733687548391 0.009991 2 -1.5805307079 -1.56226817743
52 0.611406290326 0.0089915 0 -1.48026819376 0.827939668306
53 0.611406290326 0.0089915 0 -1.48026819376 0.827939668306
54 0.611406290326 0.009989 0 -1.47781711263 0.827939668306
55 0.48912503226 0.0089895 0 -1.35683510155 0.742011417482
56 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
57 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
58 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
59 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
60 0.366843774195 0.005994 0 -1.21326793165 0.643889877609
61 0.366843774195 0.009978 0 -1.19987271906 0.643889877609
62 0.48912503226 0.0129695 0 -1.34558785293 0.742011417482
63 0.611406290326 0.0169515 0 -1.46070868922 0.827939668306
64 0.978250064521 0.0229315 3 -1.71957186252 -2.15157306499
65 0.855968806456 0.027872 2 -1.63243375887 -1.30412477124
66 0.855968806456 0.031856 0 -1.62458006828 0.975751474443
67 0.733687548391 0.0268995 0 -1.54360307085 0.905161050555
68 0.611406290326 0.027848 0 -1.43393354586 0.827939668306
69 0.855968806456 0.0288965 0 -1.63041415394 0.975751474443
70 0.855968806456 0.0308885 0 -1.62648730865 0.975751474443
71 0.733687548391 0.033866 0 -1.52838845196 0.905161050555
72 0.978250064521 0.0388415 0 -1.6909338884 1.04106667828
73 0.978250064521 0.043793 0 -1.68202119645 1.04106667828
74 0.855968806456 0.0407915 2 -1.60696544673 -1.30412477124
75 0.978250064521 0.043777 2 -1.68204999642 -1.08735981723
76 1.34509383872 0.043742 2 -1.86977974957 -0.59088987625
77 1.22281258065 0.0505845 3 -1.80411158236 -1.68501460543
78 0.978250064521 0.041697 2 -1.68579399304 -1.08735981723
79 0.978250064521 0.037801 0 -1.69280678671 1.04106667828
80 1.10053132259 0.035796 2 -1.76577068306 -0.900710377713
81 1.34509383872 0.0427915 3 -1.87114542609 -1.49314108594
82 1.10053132259 0.057606 2 -1.72960069999 -0.900710377713
83 1.10053132259 0.059512 2 -1.7264397652 -0.900710377713
84 1.10053132259 0.0603245 2 -1.7250923048 -0.900710377713
85 0.978250064521 0.0523795 2 -1.66656551041 -1.08735981723
86 1.10053132259 0.0601595 3 -1.72536594291 -1.90209085969
87 1.10053132259 0.061155 3 -1.72371499298 -1.90209085969
88 0.978250064521 0.059158 2 -1.65436422144 -1.08735981723
89 0.855968806456 0.0571195 2 -1.57477793168 -1.30412477124
90 0.733687548391 0.0580315 2 -1.47561175307 -1.56226817743
91 0.733687548391 0.0618105 2 -1.46735853484 -1.56226817743
92 0.855968806456 0.0581415 3 -1.57276325503 -2.44406289408
93 0.855968806456 0.066609 3 -1.55607120557 -2.44406289408
94 0.978250064521 0.0599205 2 -1.65299172268 -1.08735981723
95 1.10053132259 0.059163 3 -1.72701855126 -1.90209085969
96 0.978250064521 0.072582 2 -1.63020104327 -1.08735981723
97 0.855968806456 0.077972 2 -1.53367123414 -1.30412477124
98 0.855968806456 0.0771495 2 -1.53529263487 -1.30412477124
99 0.978250064521 0.078305 2 -1.61989965258 -1.08735981723
100 1.10053132259 0.065073 2 -1.71721733164 -0.900710377713
101 1.10053132259 0.0659155 4 -1.71582011886 -2.90347134167
102 0.978250064521 0.0657095 3 -1.64257153209 -2.15157306499
103 1.10053132259 0.0656675 5 -1.71623140523 -3.90485182365
104 0.855968806456 0.070331 3 -1.54873399765 -2.44406289408
105 0.733687548391 0.06476 2 -1.46091691876 -1.56226817743
106 0.978250064521 0.0714225 4 -1.63228814138 -3.21578631275
107 0.978250064521 0.0676345 4 -1.63910653522 -3.21578631275
108 0.733687548391 0.058898 2 -1.47371934408 -1.56226817743
109 0.978250064521 0.0638305 4 -1.64595372904 -3.21578631275
110 0.855968806456 0.0618865 2 -1.56538070703 -1.30412477124
111 0.978250064521 0.06281 3 -1.64779062738 -2.15157306499
112 1.22281258065 0.0696985 4 -1.77469427923 -2.63315017464
113 1.22281258065 0.0755705 4 -1.76565700791 -2.63315017464
114 1.22281258065 0.0754505 5 -1.76584169329 -3.58128574385
115 1.22281258065 0.0756125 5 -1.76559236803 -3.58128574385
116 1.10053132259 0.0756095 4 -1.69974346522 -2.90347134167
117 1.10053132259 0.076685 3 -1.69795984226 -1.90209085969
118 1.22281258065 0.084288 3 -1.75224038449 -1.68501460543
119 1.46737509678 0.0796675 5 -1.87072928634 -3.04570182099
120 1.22281258065 0.0736755 4 -1.76857349789 -2.63315017464
121 1.22281258065 0.0697095 3 -1.77467734974 -1.68501460543
122 1.22281258065 0.066902 3 -1.77899821813 -1.68501460543
123 1.22281258065 0.0658985 4 -1.78054264963 -2.63315017464
124 1.22281258065 0.074716 4 -1.76697212173 -2.63315017464
125 1.10053132259 0.082429 3 -1.68843391916 -1.90209085969
126 0.978250064521 0.068881 3 -1.63686283725 -2.15157306499
127 0.855968806456 0.0793925 2 -1.5308709913 -1.30412477124
128 0.978250064521 0.080217 3 -1.61645805569 -2.15157306499
129 0.855968806456 0.078455 2 -1.53271909244 -1.30412477124
130 0.978250064521 0.082345 3 -1.61262765915 -2.15157306499
131 0.855968806456 0.074738 2 -1.54004644382 -1.30412477124
132 0.978250064521 0.0970525 2 -1.58615418306 -1.08735981723
133 0.978250064521 0.107518 2 -1.56731630008 -1.08735981723
134 1.10053132259 0.1120975 3 -1.63923129913 -1.90209085969
135 0.978250064521 0.109461 2 -1.56381890324 -1.08735981723
136 0.855968806456 0.1083665 0 -1.47375431683 0.975751474443
137 0.855968806456 0.094316 0 -1.50145217818 0.975751474443
138 0.855968806456 0.092424 0 -1.50518189268 0.975751474443
139 0.855968806456 0.1068085 0 -1.4768256145 0.975751474443
140 0.855968806456 0.107914 0 -1.47464633364 0.975751474443
141 0.978250064521 0.094393 2 -1.59094127874 -1.08735981723
142 1.10053132259 0.0975795 2 -1.6633081361 -0.900710377713
143 0.855968806456 0.0954865 0 -1.4991447623 0.975751474443
144 0.855968806456 0.0914415 0 -1.50711870267 0.975751474443
145 1.10053132259 0.094481 0 -1.66844672814 1.10205058624
146 1.10053132259 0.104185 0 -1.65235349037 1.10205058624
147 1.22281258065 0.0819775 2 -1.7557963476 -0.736879036226
148 1.22281258065 0.075043 2 -1.76646885407 -0.736879036226
149 1.34509383872 0.0664065 2 -1.83721544077 -0.59088987625
150 1.22281258065 0.067367 2 -1.77828256228 -0.736879036226
