iteration WT PI FT TD FD
0 0.0 0 0 0 0
1 0.0 0 0 0 0
2 0.122281258065 0.0009995 0 -0.754358625379 0.373252102833
3 0.0 0 0 0 0
4 0.122281258065 0.0009995 0 -0.754358625379 0.373252102833
5 0.122281258065 0.001998 0 -0.748148069897 0.373252102833
6 0.611406290326 0.005996 3 -1.48762880881 -3.23452917478
7 0.366843774195 0.003997 2 -1.21998234921 -2.86654111728
8 0.122281258065 0.003992 0 -0.735745618589 0.373252102833
9 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
10 0.366843774195 0.005991 2 -1.21327801841 -2.86654111728
11 0.366843774195 0.005993 0 -1.2132712939 0.643889877609
12 0.48912503226 0.0089875 0 -1.35684075344 0.742011417482
13 0.48912503226 0.0109765 2 -1.35121995507 -2.29202433429
14 0.366843774195 0.011957 0 -1.19321882204 0.643889877609
15 0.366843774195 0.011957 0 -1.19321882204 0.643889877609
16 0.733687548391 0.0189325 2 -1.56100275056 -1.56226817743
17 0.48912503226 0.017939 0 -1.33154433483 0.742011417482
18 0.611406290326 0.0248955 0 -1.44118850028 0.827939668306
19 0.611406290326 0.029842 0 -1.42903384083 0.827939668306
20 0.611406290326 0.0189385 0 -1.45582618476 0.827939668306
21 0.855968806456 0.0248995 2 -1.63829347154 -1.30412477124
22 0.611406290326 0.023888 0 -1.44366415365 0.827939668306
23 0.48912503226 0.0287495 0 -1.3009944903 0.742011417482
24 0.48912503226 0.021865 0 -1.32044968707 0.742011417482
25 0.48912503226 0.0228335 0 -1.31771276237 0.742011417482
26 0.48912503226 0.019883 0 -1.32605070385 0.742011417482
27 0.48912503226 0.0189175 0 -1.32877915072 0.742011417482
28 0.366843774195 0.0228315 0 -1.15665601096 0.643889877609
29 0.611406290326 0.023875 0 -1.44369609756 0.827939668306
30 0.611406290326 0.0268885 0 -1.43629125247 0.827939668306
31 0.733687548391 0.0288495 2 -1.53934433162 -1.56226817743
32 0.611406290326 0.027806 2 -1.43403674928 -1.88037289375
33 0.48912503226 0.017899 2 -1.33165737251 -2.29202433429
34 0.48912503226 0.0169005 2 -1.33447907546 -2.29202433429
35 0.48912503226 0.017899 2 -1.33165737251 -2.29202433429
36 0.611406290326 0.019884 2 -1.45350287929 -1.88037289375
37 0.855968806456 0.0229155 2 -1.64220454637 -1.30412477124
38 0.733687548391 0.017956 2 -1.56313539613 -1.56226817743
39 0.855968806456 0.0209555 2 -1.64606830981 -1.30412477124
40 0.733687548391 0.025937 0 -1.54570514086 0.905161050555
41 0.855968806456 0.031895 2 -1.62450318727 -1.30412477124
42 0.855968806456 0.0368605 2 -1.614714658 -1.30412477124
43 0.733687548391 0.0348585 0 -1.52622086289 0.905161050555
44 0.611406290326 0.0368165 0 -1.41189593074 0.827939668306
45 0.611406290326 0.037781 0 -1.40952593801 0.827939668306
46 0.733687548391 0.0446925 0 -1.50474371337 0.905161050555
47 0.978250064521 0.051719 0 -1.66775440934 1.04106667828
48 1.10053132259 0.0506915 3 -1.74106779526 -1.90209085969
49 0.978250064521 0.055598 2 -1.66077221565 -1.08735981723
50 0.978250064521 0.0486615 2 -1.67325790437 -1.08735981723
51 0.733687548391 0.039709 0 -1.51562752206 0.905161050555
52 0.855968806456 0.0387685 0 -1.61095340257 0.975751474443
53 1.10053132259 0.039854 0 -1.75904084394 1.10205058624
54 0.978250064521 0.0378865 0 -1.69265288684 1.04106667828
55 0.978250064521 0.048715 0 -1.67316160445 1.04106667828
56 0.978250064521 0.04777 0 -1.67486260292 1.04106667828
57 0.978250064521 0.045796 2 -1.67841579971 -1.08735981723
58 0.978250064521 0.049733 0 -1.67132920611 1.04106667828
59 0.978250064521 0.0408035 0 -1.68740229159 1.04106667828
60 0.978250064521 0.0447585 0 -1.68028329802 1.04106667828
61 0.978250064521 0.041808 0 -1.68559419322 1.04106667828
62 0.855968806456 0.037843 0 -1.61277784801 0.975751474443
63 0.855968806456 0.041808 0 -1.60496161227 0.975751474443
64 0.855968806456 0.0388245 0 -1.61084300932 0.975751474443
65 0.978250064521 0.049663 2 -1.671455206 -1.08735981723
66 0.978250064521 0.051558 2 -1.66804420908 -1.08735981723
67 0.978250064521 0.0427025 2 -1.68398409468 -1.08735981723
68 1.22281258065 0.0505705 4 -1.80413312899 -2.63315017464
69 0.978250064521 0.0446195 2 -1.68053349779 -1.08735981723
70 0.855968806456 0.055294 2 -1.57837655422 -1.30412477124
71 0.855968806456 0.049546 2 -1.5897076319 -1.30412477124
72 0.855968806456 0.0564285 2 -1.57614010543 -1.30412477124
73 0.855968806456 0.057444 2 -1.57413824228 -1.30412477124
74 0.855968806456 0.043724 2 -1.60118458637 -1.30412477124
75 0.978250064521 0.047692 2 -1.67500300279 -1.08735981723
76 0.855968806456 0.0387825 2 -1.61092580426 -1.30412477124
77 1.10053132259 0.0407915 2 -1.75748608194 -0.900710377713
78 1.10053132259 0.035873 2 -1.76564298528 -0.900710377713
79 0.978250064521 0.035865 2 -1.69629158356 -1.08735981723
80 1.34509383872 0.0408595 3 -1.87392131987 -1.49314108594
81 1.34509383872 0.0428345 3 -1.87108364377 -1.49314108594
82 1.46737509678 0.04187 2 -1.92168302498 -0.459209987496
83 1.46737509678 0.04187 2 -1.92168302498 -0.459209987496
84 1.34509383872 0.0388895 2 -1.87675181198 -0.59088987625
85 1.34509383872 0.0368805 3 -1.8796383392 -1.49314108594
86 1.34509383872 0.0388865 2 -1.87675612237 -0.59088987625
87 1.22281258065 0.0349075 2 -1.82823918836 -0.736879036226
88 1.22281258065 0.029936 2 -1.8358905498 -0.736879036226
89 1.58965635485 0.033932 4 -1.9761413797 -1.99272649567
90 1.58965635485 0.0349305 3 -1.97487304629 -1.1659869145
91 1.58965635485 0.0369175 4 -1.97234908187 -1.99272649567
