iteration WT PI FT TD FD
0 0.0 0 0 0 0
1 0.0 0 0 0 0
2 0.122281258065 0.0009995 0 -0.754358625379 0.373252102833
3 0.122281258065 0.001998 0 -0.748148069897 0.373252102833
4 0.24456251613 0.0029975 0 -1.02691724883 0.526792822454
5 0.24456251613 0.0029975 0 -1.02691724883 0.526792822454
6 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
7 0.24456251613 0.007975 0 -1.00575739428 0.526792822454
8 0.24456251613 0.009966 0 -0.997293452458 0.526792822454
9 0.24456251613 0.0069815 0 -1.00998086299 0.526792822454
10 0.122281258065 0.005982 0 -0.723368046821 0.373252102833
11 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
12 0.122281258065 0.0029955 0 -0.7419437343 0.373252102833
13 0.24456251613 0.003995 0 -1.02267677572 0.526792822454
14 0.122281258065 0.0049875 0 -0.729553722762 0.373252102833
15 0.122281258065 0.0009995 0 -0.754358625379 0.373252102833
16 0.48912503226 0.005995 2 -1.36529738447 -2.29202433429
17 0.48912503226 0.005994 2 -1.36530021041 -2.29202433429
18 0.366843774195 0.0089795 0 -1.20322992784 0.643889877609
19 0.48912503226 0.0109775 0 -1.35121712913 0.742011417482
20 0.366843774195 0.0109735 0 -1.19652559703 0.643889877609
21 0.48912503226 0.009974 2 -1.35405296179 -2.29202433429
22 0.366843774195 0.0069865 2 -1.20993089638 -2.86654111728
23 0.24456251613 0.0069815 0 -1.00998086299 0.526792822454
24 0.366843774195 0.007987 0 -1.2065669631 0.643889877609
25 0.366843774195 0.0069905 0 -1.20991744738 0.643889877609
26 0.48912503226 0.013965 0 -1.3427746278 0.742011417482
27 0.48912503226 0.0129665 2 -1.34559633076 -2.29202433429
28 0.48912503226 0.015953 0 -1.33715665538 0.742011417482
29 0.611406290326 0.019938 2 -1.45337018919 -1.88037289375
30 0.611406290326 0.02191 2 -1.44852454309 -1.88037289375
31 0.48912503226 0.009974 2 -1.35405296179 -2.29202433429
32 0.48912503226 0.0129485 2 -1.34564719771 -2.29202433429
33 0.611406290326 0.0208945 2 -1.45101985425 -1.88037289375
34 0.733687548391 0.017933 3 -1.56318562741 -2.79598279143
35 0.48912503226 0.0209125 0 -1.3231413967 0.742011417482
36 0.611406290326 0.021916 2 -1.44850979975 -1.88037289375
37 0.48912503226 0.0248965 0 -1.3118828443 0.742011417482
38 0.611406290326 0.0288645 3 -1.43143577748 -3.23452917478
39 0.855968806456 0.0269285 0 -1.63429368785 0.975751474443
40 0.978250064521 0.0288955 3 -1.70883667222 -2.15157306499
41 0.733687548391 0.0348305 2 -1.52628201402 -1.56226817743
42 0.733687548391 0.0279 2 -1.54141801003 -1.56226817743
43 0.611406290326 0.033831 0 -1.41923197355 0.827939668306
44 0.611406290326 0.0328405 0 -1.42166585411 0.827939668306
45 0.611406290326 0.035824 0 -1.41433472574 0.827939668306
46 0.733687548391 0.0328615 2 -1.53058224866 -1.56226817743
47 0.855968806456 0.029908 2 -1.62842017602 -1.30412477124
48 0.733687548391 0.025885 0 -1.54581870724 0.905161050555
49 0.855968806456 0.0308755 2 -1.62651293565 -1.30412477124
50 0.855968806456 0.031868 2 -1.62455641258 -1.30412477124
51 0.855968806456 0.0269145 2 -1.63432128616 -1.30412477124
52 0.611406290326 0.01994 0 -1.45336527474 0.827939668306
53 0.611406290326 0.0169345 2 -1.46075046204 -1.88037289375
54 0.611406290326 0.0129645 2 -1.47050564206 -1.88037289375
55 0.733687548391 0.01397 2 -1.57184069591 -1.56226817743
56 0.733687548391 0.0208965 2 -1.55671343577 -1.56226817743
57 0.733687548391 0.0169515 2 -1.56532919283 -1.56226817743
58 0.855968806456 0.0228815 3 -1.64227157083 -2.44406289408
59 0.855968806456 0.025815 4 -1.63648873917 -3.58400101693
60 0.978250064521 0.0248785 4 -1.71606726569 -3.21578631275
61 0.855968806456 0.0248335 4 -1.63842357786 -3.58400101693
62 0.855968806456 0.021907 3 -1.64419261036 -2.44406289408
63 0.978250064521 0.019933 4 -1.72496915765 -3.21578631275
64 0.855968806456 0.015962 3 -1.6559120357 -2.44406289408
65 0.855968806456 0.0149635 4 -1.65788038662 -3.58400101693
66 0.855968806456 0.0189425 2 -1.65003655257 -1.30412477124
67 0.855968806456 0.021896 3 -1.64421429475 -2.44406289408
68 0.855968806456 0.023851 4 -1.64036038785 -3.58400101693
69 0.733687548391 0.0238425 4 -1.55027946358 -4.02969740542
70 0.733687548391 0.024841 3 -1.5480987707 -2.79598279143
71 0.855968806456 0.0288095 3 -1.63058565773 -2.44406289408
72 0.855968806456 0.0347655 3 -1.618844548 -2.44406289408
73 0.855968806456 0.034758 3 -1.61885933281 -2.44406289408
74 0.733687548391 0.024855 2 -1.54806819514 -1.56226817743
75 0.978250064521 0.018948 5 -1.72674215604 -4.27999956051
76 0.855968806456 0.019938 3 -1.64807411558 -2.44406289408
77 0.855968806456 0.014971 4 -1.65786560181 -3.58400101693
78 0.855968806456 0.017952 3 -1.65198913302 -2.44406289408
79 1.10053132259 0.0249255 5 -1.78379845936 -3.90485182365
80 0.978250064521 0.0199575 4 -1.72492505769 -3.21578631275
81 1.10053132259 0.023939 5 -1.78543448358 -3.90485182365
82 1.22281258065 0.026932 5 -1.84051384051 -3.58128574385
83 1.10053132259 0.0229465 5 -1.78708045828 -3.90485182365
84 0.978250064521 0.0169665 4 -1.73030885282 -3.21578631275
85 0.855968806456 0.017944 3 -1.65200490349 -2.44406289408
86 0.978250064521 0.015973 4 -1.73209715121 -3.21578631275
87 1.10053132259 0.019961 4 -1.79203164968 -2.90347134167
88 1.22281258065 0.023947 4 -1.84510788936 -2.63315017464
89 1.22281258065 0.027918 4 -1.83899634229 -2.63315017464
90 1.22281258065 0.0328895 4 -1.83134498086 -2.63315017464
